Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,25.35165023803711,25.712099075317383,25.303590774536133,25.54388999938965,24.718219757080078,4416800
2014-01-02,25.303590774536133,25.42374038696289,24.77492904663086,25.303590774536133,24.48568344116211,9276600
2014-01-03,25.327619552612305,25.640010833740234,25.183439254760742,25.399709701538086,24.578699111938477,5259100
2014-01-06,25.54388999938965,25.664039611816406,25.15941047668457,25.303590774536133,24.48568344116211,6280200
2014-01-07,25.35165023803711,25.471799850463867,25.039260864257812,25.327619552612305,24.508939743041992,7336500
2014-01-08,25.23150062561035,26.14463996887207,25.183439254760742,26.024490356445312,25.183286666870117,14488300
2014-01-09,26.024490356445312,26.192699432373047,25.23150062561035,25.68807029724121,24.857736587524414,20635300
2014-01-10,23.9819393157959,24.51059913635254,23.59745979309082,24.294330596923828,23.509048461914062,30988700
2014-01-13,24.486570358276367,24.63075065612793,24.150150299072266,24.270299911499023,23.485795974731445,10040500
2014-01-14,24.414480209350586,24.919109344482422,24.414480209350586,24.798959732055664,23.997364044189453,7565900
2014-01-15,24.919109344482422,25.471799850463867,24.89508056640625,25.447769165039062,24.62520408630371,13286100
2014-01-16,25.447769165039062,26.52911949157715,25.42374038696289,26.52911949157715,25.671602249145508,16593600
2014-01-17,26.505090713500977,27.70659065246582,26.505090713500977,27.298080444335938,26.415708541870117,22463900
2014-01-21,28.307340621948242,29.580930709838867,28.283309936523438,29.14838981628418,28.206209182739258,53458800
2014-01-22,29.34062957763672,29.60495948791504,28.860029220581055,29.364660263061523,28.41548728942871,23473600
2014-01-23,28.980180740356445,29.364660263061523,28.811969757080078,29.004209518432617,28.066688537597656,24243000
2014-01-24,28.61972999572754,28.787939071655273,27.39419937133789,27.490320205688477,26.60173225402832,25728900
2014-01-27,27.65852928161621,28.403459548950195,27.32210922241211,27.97092056274414,27.06679916381836,11648500
2014-01-28,28.307340621948242,28.571670532226562,28.139129638671875,28.475549697875977,27.55511474609375,7318200
2014-01-29,27.97092056274414,29.388690948486328,27.826740264892578,28.811969757080078,27.88066291809082,18490600
2014-01-30,28.95615005493164,29.004209518432617,28.427490234375,28.715850830078125,27.787654876708984,9664200
2014-01-31,27.874799728393555,28.35540008544922,27.51435089111328,27.65852928161621,26.764509201049805,13738700
2014-02-03,27.682559967041016,28.16316032409668,26.91360092163086,26.985689163208008,26.113414764404297,11057900
2014-02-04,27.05777931213379,27.65852928161621,26.961660385131836,27.51435089111328,26.624988555908203,8280000
2014-02-05,27.418230056762695,27.4422607421875,26.264789581298828,26.52911949157715,25.739038467407227,15197300
2014-02-06,26.60120964050293,27.05777931213379,26.384939193725586,26.553150177001953,25.762353897094727,9200000
2014-02-07,26.577180862426758,26.93762969970703,26.553150177001953,26.889570236206055,26.08875846862793,6372100
2014-02-10,26.93762969970703,27.12986946105957,26.024490356445312,26.577180862426758,25.785669326782227,9228200
2014-02-11,26.985689163208008,27.4422607421875,26.745389938354492,27.225990295410156,26.415157318115234,8558400
2014-02-12,27.274049758911133,27.58643913269043,26.93762969970703,27.081809997558594,26.275270462036133,6701100
2014-02-13,26.745389938354492,27.51435089111328,26.721359252929688,27.39419937133789,26.578357696533203,4974400
2014-02-14,27.418230056762695,27.610469818115234,27.153900146484375,27.32210922241211,26.50841522216797,4770100
2014-02-18,27.250019073486328,27.490320205688477,26.93762969970703,27.39419937133789,26.578357696533203,5950000
2014-02-19,27.346139907836914,28.836000442504883,27.250019073486328,28.259279251098633,27.41767692565918,13907800
2014-02-20,28.259279251098633,28.451520919799805,27.874799728393555,28.307340621948242,27.464303970336914,9275600
2014-02-21,28.451520919799805,28.643760681152344,28.18718910217285,28.18718910217285,27.347728729248047,8436200
2014-02-24,28.16316032409668,28.403459548950195,27.946889877319336,28.283309936523438,27.440988540649414,6983200
2014-02-25,28.211219787597656,28.331369400024414,27.7786808013916,27.92285919189453,27.091272354125977,8876700
2014-02-26,27.994949340820312,29.22047996520996,27.730619430541992,28.95615005493164,28.093791961669922,13653900
2014-02-27,28.836000442504883,29.22047996520996,28.61972999572754,28.908090591430664,28.047163009643555,6436300
2014-02-28,28.7639102935791,28.88405990600586,28.0910701751709,28.211219787597656,27.37104606628418,7913200
2014-03-03,27.754650115966797,28.259279251098633,27.538379669189453,27.92285919189453,27.091272354125977,7680200
2014-03-04,28.139129638671875,28.571670532226562,28.018980026245117,28.35540008544922,27.51093292236328,7714200
